7,6,012100000200210121020200012100020000010000
5,5,0000100002001210020012100
5,6,000010000020001210002020121012
5,5,0012100202121012000010000
5,6,000101000202012121020002210001
3,7,000010020002001212121
5,5,0002100002100012000212121
6,6,121010202020101210200000121212000020
6,3,100200101202121002
7,7,1212121000000200000010000002000000100000020012121
8,5,2000010000200001212120000100002000010000
7,5,00121002001212120002101212000012121
4,8,21212121020000020101212102000000
8,7,00121000000200121010020002001212100000020000001210000200
5,6,121210200000121212200000100000
5,7,00001000000200001212100200001210000
5,7,00001210000002121212120002001210000
7,7,1212121200000010000002000000121000020000001000000
3,7,101212120200001212121
8,5,0000100002121210000200001000020000100002
7,8,12100000002000000012121200200000001012100020002000121210
7,7,1210000002000002121210000002000000100000020000001
5,7,12121002000200001212100000020000001
9,6,121000002000001000002000001000002000001212002020001010
7,5,00002121210020012100200001000020000
4,5,12100200001212100002
10,7,1210000002000000100000020000001000000200000010101002020200121210000002
7,5,00200121210020000100002000010000200
6,5,000020012100202121002020010100
11,5,1000020000121212000010121202001210020200101002020010100
13,3,121002121002121002001002021002001002001
6,5,121212000212101000020012100200
8,4,00120020121020201010202010102000
5,5,1212120202101012000210000
9,3,121200121200121202101200100
7,5,00121002020010100202121010000212121
7,5,00001000020010100202121210000200001
7,3,001002101202101202121
5,4,01010202012102002100
7,7,0002100000020000121210020000121000020000001000000
7,5,00001000020000100002121212000010000
5,4,00010002000100022121
3,7,121212120002001012100
6,5,121212000200001000020000100002
3,6,012120020000212121
9,3,121202101202101200100200100
6,4,020001010202012102002100
3,7,121210000002000212121
9,5,000010000212101202021012100202001010020200101
5,7,10000002000000121212100200000012120
9,7,121210000002000012121000000212121212020200001010000202000010100
5,5,0012100202121012020210101
9,3,100200100200121202101202101
9,4,010002000100020021000200012102000100
8,4,12122000101020201210002000100020
3,9,000212100000020000121212121
7,4,0010002010102020121220201010
5,11,0000121000000002000000001212121210020000000012121210000
7,5,10000202001010020200121210000200001
8,5,0020010121202001010020200121002000010000
6,5,121000020012101200021212120000
7,4,0020001000201212202010102000
3,7,121212100000020000121
6,5,000020000100002121212000010000
7,9,000000100000000200000000100000000200001212121202000000121000000
5,6,001000002000001000202000121212
5,9,001210000002020000121012121000020200121210000
7,5,10000200001210000200021210020200100
3,7,012121200000202121210
5,6,000010000020100010200020121212
6,5,101002020010100202001212100002
5,5,0101002020010100202021212
4,8,01000000020000002121212100000002
5,13,00000000000100000000000020000121212121000020000000002121212121212
8,7,12100000020000121000000200001212121002000012100002000000
4,8,10101010202020201212121220000000
3,11,000000001210000000020012121212121
3,7,121212120000001210000
3,5,121212000012121
7,7,1212100002020000101010000202000012100002000002100
6,3,200121202101002121
3,9,001212101200000202121212121
7,9,121212121200000002000000001000000002000000001000000002000000121
5,7,12121212000002100000120000001000000
5,3,001002121202101
7,5,12100202001012100002000210000200001
5,3,121002121200100
11,4,21210202010100020121020001000200010002000100
6,5,121212000012121200001000020000
8,7,00100000020000001000100200021210001002000200121210000002
5,7,12121012000202100012120000001000000
5,7,21212120000020012121000020000001000
9,5,001002020012121200001000020000100002000010000
5,7,00101210020200121210000002001212100
11,7,00001010000202001212100202000010100002000000100000020000121000000200000010000
5,7,12121000000200121212120000021000000
4,14,21212121212121000000000002000001212121210000000000020000
7,7,0012121002000212101210000200001210000200000210000
5,6,001210002020001012202000121000
3,7,001212100200001212100
4,8,21212121020000020100000102000000
3,11,121212121210020000000000121212100
9,11,000000001210000000020000121212100000000200001212121000000002000000000010000000000200000000001000000
7,5,00001000020012100200121002000010000
6,7,000000100000020000121000000212121212000000
7,5,12121200021012120000100002000010000
7,3,001002101202121200100
4,4,0012002012102000
7,3,121200100200101202121
6,3,121202101202101200
9,4,100020001000200010002000100020001212
5,9,000012121000020000121212121200000000100000000
6,5,200001010120202121210020000100
7,6,121212202020101010000020001210000020000010
3,7,000020012121212000000
6,6,000200212100000200000100000200000121
9,5,000100002000010000200001200020212100200001000
4,5,00002121210000200121
3,9,000012121000000002121212121
4,11,00000000020000000000120000000002021212121210
3,11,121212121210000200000000121212100
5,7,02100000020000121212120002000000100
5,7,00000010000002121212100000020000001
6,9,202000000101000000202000000101000000202000000121212121
5,7,12100002000000121212120000020000001
9,9,000000121000000200000012100000020000000010000000020000121210000000020000121210000
8,5,0012100202001012000212121200001212100002
9,3,001002121200100200100200100
6,9,000000001000000202121210101000020202000012121000020000
8,4,00010002210102020121000200010002
5,3,121202101200100
5,5,0012100002121210000212121
5,5,1212100202001000020000100
5,5,0010020202101212020212101
5,7,12121210020002001010100202020010121
4,7,2000000121212100000021212121
3,8,121212120000002000000010
5,5,1212120000121212000012121
7,5,20000100002000010000200001212120000
5,7,10100002020000101010020202001212121
5,6,000001000002000101000202212121
9,4,012102020101020021000200010002000100
7,9,000000001000000002000000001000000002121212101200000202100000121
7,6,012121020000010101020202010121020202212101
6,5,000021212120202101012000010000
11,9,000010000000020000000010000000020000000210000000020000000012121000020000000010000000020000121210000
8,5,0000200001000020000100002121212000012100
5,5,1210020200101210000200001
8,8,0002000000010000000200002121212100020200010101210202000001210000
4,11,00000000002121212121210020000000200100000001
5,5,1212120000121210000200001
7,5,00002121212000010000200001000020000
8,5,2000010000200001000020000100002000012121
4,9,000000200001212100000000200121212121
5,3,120200121002121
5,7,12121212000002101210120002021212100
5,7,00121010020202001010100200021212121
5,8,1212100020202000101012120000202000001010
5,7,00001010000202121212120000021012121
8,10,00002000000000100000000020000012121000000000200000000010000000002000000000121212
5,8,1210000000200000001000000020000012121212
4,5,12121200021210100002
2,9,121212121002000000
6,5,121202000012121000020000100002
3,10,010101212102020200002121210000
6,9,200000000121212121000020000000010000000020000000010000
3,9,121212121000000002000000001
8,7,00002000000120000020012121012020202101010120202021010121
3,12,000001212121000002000200212121000100
3,13,000020000000012121212121210000000000200
7,4,2121000201210200210002000100
5,10,12121012120000202000000010100000002020000000121000
5,9,121212121200000000100000000200000000100000000
5,7,00000010000002121212120000001212100
6,7,000000200000010000002121212100002000012100
4,11,20000000000121212121210000200020000121000100
6,5,000021000120002100012000212121
7,4,0001000200010002000100022121
9,4,001000200010002012122020100020001000
5,9,001210121002020200121012100002000000001000000
3,7,121212120000021000001
8,5,2100002000012120002000010000200001000020
5,5,1000120002121212000010000
5,7,00121210020002001012100200021210000
9,7,001000000200000212100002020000101000000200121210000002000000121
5,7,00001000000202121212120202001010100
7,6,000121000200000121000200212100020200010100
4,5,00002000010000212121
5,8,0000001200000020000000100000002012121210
6,5,001010020212121200001212120000
8,5,0000100002000010000200121000021212120000
8,3,121200100200100200100200
5,7,00001210000200101010020202001212100
7,5,00001000020000100002000010000212121
4,7,1200000200000012121212000000
5,11,1210000000000200000000001212121210000200020000001000100
9,8,000012120000002012101210202020001012120000202000001010000000200000001000
5,5,1212120000121002000010000
5,9,121212121000000002000012121000020200000010100
7,7,1212121002000012101002020200101210020200001010000
